/home/kopt/enter/envs/wsl_neuroMCTS/lib/python3.10/site-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
pygame 2.6.1 (SDL 2.28.4, Python 3.10.19)
Hello from the pygame community. https://www.pygame.org/contribute.html
단계=worker 장치=cuda 반경=300.0 상위주기=20 시드=1 교착관측=True
worker_obs=16 manager_obs=43 state=66 상위행동=7
Ep 1 | 배송  0/50 | 재적재 0 | 도착   0 | 2홉+ 0.21 | 도달  430 | 차단   16 | 정지 0.00 최장   0
Ep 732 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  247 | 차단    0 | 정지 0.00 최장   0
Ep 733 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  259 | 차단    0 | 정지 0.00 최장   0
Ep 734 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  253 | 차단    0 | 정지 0.00 최장   0
Ep 735 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  247 | 차단    0 | 정지 0.00 최장   1
Ep 736 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  252 | 차단    0 | 정지 0.00 최장   0
Ep 737 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  273 | 차단    0 | 정지 0.00 최장   1
Ep 738 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  257 | 차단    0 | 정지 0.00 최장   0
Ep 739 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  284 | 차단    0 | 정지 0.00 최장   0
Ep 740 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  288 | 차단    0 | 정지 0.00 최장   0
Ep 741 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  266 | 차단    0 | 정지 0.00 최장   0
Ep 742 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  261 | 차단    0 | 정지 0.00 최장   0
Ep 743 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  249 | 차단    0 | 정지 0.00 최장   0
Ep 744 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  255 | 차단    0 | 정지 0.00 최장   0
Ep 745 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  263 | 차단    0 | 정지 0.00 최장   0
Ep 746 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  260 | 차단    0 | 정지 0.00 최장   0
Ep 747 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  257 | 차단    0 | 정지 0.00 최장   2
Ep 748 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  259 | 차단    0 | 정지 0.00 최장   0
Ep 749 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  246 | 차단    0 | 정지 0.00 최장   0
Ep 750 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  280 | 차단    0 | 정지 0.00 최장   1
  [홀드아웃] 배송 5.8±4.8 재적재 0.1 2홉+ 0.25 | 최고 23.4@ep300 정체 9/15
Ep 751 | 배송  8/50 | 재적재 0 | 도착   7 | 2홉+ 0.03 | 도달  450 | 차단    0 | 정지 0.00 최장   0
Ep 752 | 배송  8/50 | 재적재 0 | 도착   8 | 2홉+ 0.03 | 도달  393 | 차단    0 | 정지 0.00 최장   0
Ep 753 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  259 | 차단    0 | 정지 0.00 최장   0
Ep 754 | 배송 12/50 | 재적재 0 | 도착  13 | 2홉+ 0.44 | 도달  593 | 차단  243 | 정지 0.12 최장   1
Ep 755 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  247 | 차단    0 | 정지 0.00 최장   0
Ep 756 | 배송  9/50 | 재적재 1 | 도착  10 | 2홉+ 0.15 | 도달  502 | 차단  129 | 정지 0.04 최장   2
Ep 757 | 배송  7/50 | 재적재 0 | 도착   7 | 2홉+ 0.48 | 도달  507 | 차단  151 | 정지 0.00 최장   0
Ep 758 | 배송  8/50 | 재적재 0 | 도착   8 | 2홉+ 0.43 | 도달  507 | 차단  385 | 정지 0.20 최장   2
Ep 759 | 배송 12/50 | 재적재 0 | 도착  10 | 2홉+ 0.24 | 도달  551 | 차단  668 | 정지 0.02 최장   5
Ep 760 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  248 | 차단    0 | 정지 0.00 최장   1
Ep 761 | 배송  8/50 | 재적재 0 | 도착   9 | 2홉+ 0.30 | 도달  616 | 차단  405 | 정지 0.28 최장   0
Ep 762 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  242 | 차단    0 | 정지 0.00 최장   0
Ep 763 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  250 | 차단    0 | 정지 0.00 최장   0
Ep 764 | 배송 10/50 | 재적재 0 | 도착  12 | 2홉+ 0.33 | 도달  584 | 차단  283 | 정지 0.19 최장   4
Ep 765 | 배송  9/50 | 재적재 0 | 도착  10 | 2홉+ 0.16 | 도달  659 | 차단  238 | 정지 0.03 최장   1
Ep 766 | 배송  7/50 | 재적재 0 | 도착   7 | 2홉+ 0.01 | 도달  429 | 차단    0 | 정지 0.00 최장   0
Ep 767 | 배송 12/50 | 재적재 1 | 도착  17 | 2홉+ 0.22 | 도달  517 | 차단 1272 | 정지 0.10 최장   6
Ep 768 | 배송 14/50 | 재적재 1 | 도착  19 | 2홉+ 0.35 | 도달  722 | 차단  876 | 정지 0.76 최장   4
Ep 769 | 배송 11/50 | 재적재 1 | 도착  16 | 2홉+ 0.47 | 도달  511 | 차단 1952 | 정지 1.00 최장 171
Ep 770 | 배송 17/50 | 재적재 1 | 도착  15 | 2홉+ 0.71 | 도달  895 | 차단 1995 | 정지 0.32 최장 196
Ep 771 | 배송 10/50 | 재적재 0 | 도착  11 | 2홉+ 0.71 | 도달 1074 | 차단 2449 | 정지 1.00 최장  83
Ep 772 | 배송 16/50 | 재적재 1 | 도착  20 | 2홉+ 0.60 | 도달  785 | 차단 2680 | 정지 1.00 최장 396
Ep 773 | 배송 13/50 | 재적재 0 | 도착  15 | 2홉+ 0.67 | 도달  934 | 차단 2663 | 정지 0.92 최장  93
Ep 774 | 배송 16/50 | 재적재 0 | 도착  19 | 2홉+ 0.62 | 도달 1069 | 차단 1875 | 정지 0.01 최장   7
Ep 775 | 배송 18/50 | 재적재 2 | 도착  21 | 2홉+ 0.54 | 도달  804 | 차단 1351 | 정지 0.17 최장  12
Ep 776 | 배송 15/50 | 재적재 0 | 도착  11 | 2홉+ 0.51 | 도달  916 | 차단 2525 | 정지 0.71 최장   6
Ep 777 | 배송 18/50 | 재적재 2 | 도착  19 | 2홉+ 0.38 | 도달  756 | 차단  845 | 정지 0.16 최장   6
Ep 778 | 배송 18/50 | 재적재 1 | 도착  18 | 2홉+ 0.58 | 도달  812 | 차단  735 | 정지 0.04 최장   3
Ep 779 | 배송 13/50 | 재적재 0 | 도착  13 | 2홉+ 0.55 | 도달  565 | 차단 1866 | 정지 0.07 최장 183
Ep 780 | 배송 18/50 | 재적재 3 | 도착  19 | 2홉+ 0.51 | 도달  944 | 차단  956 | 정지 0.11 최장   3
Ep 781 | 배송 13/50 | 재적재 0 | 도착  14 | 2홉+ 0.61 | 도달  691 | 차단  943 | 정지 0.52 최장   4
Ep 782 | 배송 14/50 | 재적재 1 | 도착  16 | 2홉+ 0.51 | 도달  612 | 차단 1480 | 정지 0.75 최장  22
Ep 783 | 배송  9/50 | 재적재 0 | 도착  11 | 2홉+ 0.58 | 도달  609 | 차단  538 | 정지 0.00 최장   2
Ep 784 | 배송 22/50 | 재적재 2 | 도착  20 | 2홉+ 0.54 | 도달  767 | 차단  897 | 정지 0.17 최장   5
Ep 785 | 배송 16/50 | 재적재 1 | 도착  17 | 2홉+ 0.56 | 도달  632 | 차단  715 | 정지 0.69 최장   2
Ep 786 | 배송 22/50 | 재적재 1 | 도착  23 | 2홉+ 0.66 | 도달  698 | 차단  976 | 정지 0.29 최장   2
Ep 787 | 배송 20/50 | 재적재 1 | 도착  18 | 2홉+ 0.49 | 도달  856 | 차단 1236 | 정지 0.37 최장  18
Ep 788 | 배송 11/50 | 재적재 0 | 도착  12 | 2홉+ 0.40 | 도달  809 | 차단 1152 | 정지 0.90 최장  13
Ep 789 | 배송 13/50 | 재적재 2 | 도착  17 | 2홉+ 0.40 | 도달  609 | 차단  728 | 정지 0.73 최장   4
Ep 790 | 배송 19/50 | 재적재 0 | 도착  18 | 2홉+ 0.70 | 도달 1049 | 차단 1917 | 정지 0.09 최장  97
Ep 791 | 배송 11/50 | 재적재 0 | 도착  13 | 2홉+ 0.34 | 도달  903 | 차단 1179 | 정지 1.00 최장 176
Ep 792 | 배송  5/50 | 재적재 0 | 도착   8 | 2홉+ 0.02 | 도달  333 | 차단    0 | 정지 0.00 최장   1
Ep 793 | 배송  5/50 | 재적재 0 | 도착   8 | 2홉+ 0.04 | 도달  375 | 차단   25 | 정지 0.00 최장   3
Ep 794 | 배송 20/50 | 재적재 1 | 도착  19 | 2홉+ 0.68 | 도달  875 | 차단 1430 | 정지 0.80 최장  21
Ep 795 | 배송 16/50 | 재적재 0 | 도착  21 | 2홉+ 0.52 | 도달  975 | 차단 1849 | 정지 1.00 최장  68
Ep 796 | 배송 16/50 | 재적재 0 | 도착  18 | 2홉+ 0.58 | 도달  686 | 차단  354 | 정지 0.01 최장   2
Ep 797 | 배송 16/50 | 재적재 0 | 도착  15 | 2홉+ 0.27 | 도달  698 | 차단  153 | 정지 0.05 최장   2
Ep 798 | 배송  5/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  278 | 차단    0 | 정지 0.00 최장   1
Ep 799 | 배송  5/50 | 재적재 0 | 도착  10 | 2홉+ 0.00 | 도달  283 | 차단    0 | 정지 0.00 최장   1
Ep 800 | 배송 11/50 | 재적재 1 | 도착  14 | 2홉+ 0.22 | 도달  557 | 차단  651 | 정지 0.00 최장  19
  [홀드아웃] 배송 6.6±4.5 재적재 0.1 2홉+ 0.25 | 최고 23.4@ep300 정체 10/15
Ep 801 | 배송 18/50 | 재적재 2 | 도착  23 | 2홉+ 0.38 | 도달  656 | 차단  765 | 정지 0.84 최장   5
Ep 802 | 배송  6/50 | 재적재 0 | 도착  10 | 2홉+ 0.04 | 도달  446 | 차단    8 | 정지 0.00 최장   2
Ep 803 | 배송 11/50 | 재적재 0 | 도착  13 | 2홉+ 0.29 | 도달  463 | 차단  611 | 정지 0.00 최장   2
Ep 804 | 배송  7/50 | 재적재 0 | 도착   8 | 2홉+ 0.07 | 도달  467 | 차단  151 | 정지 0.00 최장   0
Ep 805 | 배송 12/50 | 재적재 0 | 도착  11 | 2홉+ 0.19 | 도달  579 | 차단   91 | 정지 0.11 최장   1
Ep 806 | 배송 17/50 | 재적재 1 | 도착  19 | 2홉+ 0.51 | 도달  646 | 차단  469 | 정지 0.33 최장   1
Ep 807 | 배송 15/50 | 재적재 0 | 도착  15 | 2홉+ 0.23 | 도달  696 | 차단  201 | 정지 0.26 최장   1
Ep 808 | 배송 19/50 | 재적재 2 | 도착  22 | 2홉+ 0.52 | 도달  648 | 차단  765 | 정지 0.94 최장   8
Ep 809 | 배송  5/50 | 재적재 0 | 도착  10 | 2홉+ 0.00 | 도달  279 | 차단    0 | 정지 0.00 최장   2
Ep 810 | 배송  5/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  270 | 차단    0 | 정지 0.00 최장   2
Ep 811 | 배송 11/50 | 재적재 0 | 도착  13 | 2홉+ 0.18 | 도달  529 | 차단  256 | 정지 0.29 최장   0
Ep 812 | 배송  6/50 | 재적재 0 | 도착   7 | 2홉+ 0.02 | 도달  348 | 차단   69 | 정지 0.13 최장   0
Ep 813 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  222 | 차단    0 | 정지 0.00 최장   2
Ep 814 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  223 | 차단    0 | 정지 0.00 최장   1
Ep 815 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  230 | 차단    0 | 정지 0.00 최장   3
Ep 816 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   1
Ep 817 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  227 | 차단    0 | 정지 0.00 최장   2
Ep 818 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  227 | 차단    0 | 정지 0.00 최장   3
Ep 819 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  235 | 차단    0 | 정지 0.00 최장   0
Ep 820 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  227 | 차단    0 | 정지 0.00 최장   0
Ep 821 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  248 | 차단    0 | 정지 0.00 최장   0
Ep 822 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   2
Ep 823 | 배송  6/50 | 재적재 0 | 도착   7 | 2홉+ 0.02 | 도달  400 | 차단   28 | 정지 0.17 최장   1
Ep 824 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  248 | 차단    0 | 정지 0.00 최장   1
Ep 825 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   0
Ep 826 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  239 | 차단    0 | 정지 0.00 최장   3
Ep 827 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  240 | 차단    0 | 정지 0.00 최장   0
Ep 828 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   1
Ep 829 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  232 | 차단    0 | 정지 0.00 최장   0
Ep 830 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  235 | 차단    0 | 정지 0.00 최장   0
Ep 831 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  230 | 차단    0 | 정지 0.00 최장   3
Ep 832 | 배송 11/50 | 재적재 0 | 도착  13 | 2홉+ 0.32 | 도달  853 | 차단  819 | 정지 0.99 최장  25
Ep 833 | 배송 13/50 | 재적재 2 | 도착  16 | 2홉+ 0.36 | 도달  559 | 차단 1175 | 정지 0.53 최장   5
Ep 834 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  248 | 차단    0 | 정지 0.00 최장   1
Ep 835 | 배송  4/50 | 재적재 0 | 도착   3 | 2홉+ 0.00 | 도달  279 | 차단    0 | 정지 0.00 최장   1
Ep 836 | 배송  4/50 | 재적재 0 | 도착   3 | 2홉+ 0.00 | 도달  266 | 차단    0 | 정지 0.00 최장   0
Ep 837 | 배송 10/50 | 재적재 0 | 도착  10 | 2홉+ 0.07 | 도달  409 | 차단   13 | 정지 0.00 최장   0
Ep 838 | 배송  4/50 | 재적재 0 | 도착   3 | 2홉+ 0.00 | 도달  243 | 차단    0 | 정지 0.00 최장   0
Ep 839 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  241 | 차단    0 | 정지 0.00 최장   0
Ep 840 | 배송 15/50 | 재적재 1 | 도착  19 | 2홉+ 0.35 | 도달  526 | 차단 1073 | 정지 0.00 최장   7
Ep 841 | 배송 18/50 | 재적재 0 | 도착  16 | 2홉+ 0.52 | 도달  711 | 차단 2143 | 정지 1.00 최장 196
Ep 842 | 배송 15/50 | 재적재 0 | 도착  17 | 2홉+ 0.27 | 도달  641 | 차단  301 | 정지 0.21 최장   2
Ep 843 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  257 | 차단    0 | 정지 0.00 최장   1
Ep 844 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  240 | 차단    0 | 정지 0.00 최장   0
Ep 845 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  234 | 차단    0 | 정지 0.00 최장   0
Ep 846 | 배송 10/50 | 재적재 0 | 도착   9 | 2홉+ 0.08 | 도달  449 | 차단   84 | 정지 0.17 최장   0
Ep 847 | 배송 18/50 | 재적재 3 | 도착  16 | 2홉+ 0.54 | 도달  905 | 차단 1596 | 정지 0.00 최장  37
Ep 848 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  244 | 차단    0 | 정지 0.00 최장   1
Ep 849 | 배송 14/50 | 재적재 2 | 도착  15 | 2홉+ 0.50 | 도달  702 | 차단  480 | 정지 0.05 최장   2
Ep 850 | 배송 10/50 | 재적재 0 | 도착  11 | 2홉+ 0.23 | 도달  512 | 차단  421 | 정지 0.00 최장   1
  [홀드아웃] 배송 5.8±5.1 재적재 0.1 2홉+ 0.24 | 최고 23.4@ep300 정체 11/15
Ep 851 | 배송 10/50 | 재적재 0 | 도착   8 | 2홉+ 0.38 | 도달  590 | 차단 1112 | 정지 0.74 최장   5
Ep 852 | 배송 11/50 | 재적재 1 | 도착  14 | 2홉+ 0.34 | 도달  529 | 차단 1216 | 정지 0.99 최장  63
Ep 853 | 배송 13/50 | 재적재 1 | 도착  12 | 2홉+ 0.33 | 도달  575 | 차단  497 | 정지 0.00 최장   2
Ep 854 | 배송 14/50 | 재적재 0 | 도착  11 | 2홉+ 0.47 | 도달  674 | 차단  890 | 정지 0.65 최장   3
Ep 855 | 배송 12/50 | 재적재 0 | 도착  13 | 2홉+ 0.48 | 도달  637 | 차단  949 | 정지 0.00 최장  48
Ep 856 | 배송 13/50 | 재적재 0 | 도착  11 | 2홉+ 0.52 | 도달  990 | 차단 2168 | 정지 0.80 최장   4
Ep 857 | 배송 14/50 | 재적재 0 | 도착  13 | 2홉+ 0.63 | 도달  713 | 차단 1624 | 정지 0.73 최장   7
Ep 858 | 배송 13/50 | 재적재 1 | 도착  11 | 2홉+ 0.49 | 도달  701 | 차단 1742 | 정지 0.87 최장   5
Ep 859 | 배송 15/50 | 재적재 0 | 도착  14 | 2홉+ 0.50 | 도달  816 | 차단 1532 | 정지 0.87 최장  16
Ep 860 | 배송 15/50 | 재적재 0 | 도착  16 | 2홉+ 0.38 | 도달  657 | 차단  610 | 정지 0.52 최장  10
Ep 861 | 배송 10/50 | 재적재 1 | 도착  10 | 2홉+ 0.35 | 도달  502 | 차단  940 | 정지 0.62 최장   2
Ep 862 | 배송 14/50 | 재적재 0 | 도착  13 | 2홉+ 0.63 | 도달  780 | 차단 1461 | 정지 0.47 최장  10
Ep 863 | 배송 10/50 | 재적재 0 | 도착  11 | 2홉+ 0.38 | 도달  678 | 차단  987 | 정지 0.04 최장   5
Ep 864 | 배송 10/50 | 재적재 0 | 도착   9 | 2홉+ 0.20 | 도달  515 | 차단  244 | 정지 0.01 최장   1
Ep 865 | 배송 12/50 | 재적재 1 | 도착  14 | 2홉+ 0.42 | 도달  477 | 차단  165 | 정지 0.03 최장   0
Ep 866 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  238 | 차단    0 | 정지 0.00 최장   0
Ep 867 | 배송 19/50 | 재적재 2 | 도착  20 | 2홉+ 0.32 | 도달  674 | 차단  500 | 정지 0.46 최장   3
Ep 868 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   0
Ep 869 | 배송 14/50 | 재적재 1 | 도착  13 | 2홉+ 0.43 | 도달  546 | 차단 1143 | 정지 0.91 최장   7
Ep 870 | 배송 10/50 | 재적재 0 | 도착  10 | 2홉+ 0.40 | 도달  533 | 차단  368 | 정지 0.28 최장   2
Ep 871 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  237 | 차단    0 | 정지 0.00 최장   6
Ep 872 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  238 | 차단    0 | 정지 0.00 최장   1
Ep 873 | 배송  5/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  330 | 차단    0 | 정지 0.00 최장   3
Ep 874 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  242 | 차단    0 | 정지 0.00 최장   2
Ep 875 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  236 | 차단    0 | 정지 0.00 최장   4
Ep 876 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   3
Ep 877 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  230 | 차단    0 | 정지 0.00 최장   3
Ep 878 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  227 | 차단    0 | 정지 0.00 최장   3
Ep 879 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  235 | 차단    0 | 정지 0.00 최장   4
Ep 880 | 배송 13/50 | 재적재 0 | 도착  12 | 2홉+ 0.22 | 도달  575 | 차단  205 | 정지 0.05 최장   4
Ep 881 | 배송 10/50 | 재적재 0 | 도착   7 | 2홉+ 0.17 | 도달  504 | 차단   49 | 정지 0.01 최장   5
Ep 882 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  240 | 차단    0 | 정지 0.00 최장   4
Ep 883 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  257 | 차단    0 | 정지 0.00 최장   2
Ep 884 | 배송 11/50 | 재적재 0 | 도착  15 | 2홉+ 0.04 | 도달  519 | 차단   44 | 정지 0.38 최장   4
Ep 885 | 배송 17/50 | 재적재 1 | 도착  20 | 2홉+ 0.29 | 도달  650 | 차단  545 | 정지 0.05 최장   3
Ep 886 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  261 | 차단    0 | 정지 0.00 최장   3
Ep 887 | 배송 11/50 | 재적재 1 | 도착  14 | 2홉+ 0.42 | 도달  561 | 차단  848 | 정지 0.38 최장  15
Ep 888 | 배송  4/50 | 재적재 0 | 도착   9 | 2홉+ 0.00 | 도달  259 | 차단    0 | 정지 0.00 최장   3
Ep 889 | 배송 11/50 | 재적재 0 | 도착  11 | 2홉+ 0.06 | 도달  538 | 차단   99 | 정지 0.17 최장   3
Ep 890 | 배송 10/50 | 재적재 0 | 도착   9 | 2홉+ 0.42 | 도달  556 | 차단 1890 | 정지 0.93 최장  26
Ep 891 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  226 | 차단    0 | 정지 0.00 최장   2
Ep 892 | 배송 12/50 | 재적재 1 | 도착  17 | 2홉+ 0.46 | 도달  577 | 차단 1193 | 정지 0.57 최장  23
Ep 893 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  232 | 차단    0 | 정지 0.00 최장   4
Ep 894 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  228 | 차단    0 | 정지 0.00 최장   3
Ep 895 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  235 | 차단    0 | 정지 0.00 최장   1
Ep 896 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   2
Ep 897 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  238 | 차단    0 | 정지 0.00 최장   2
Ep 898 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  229 | 차단    0 | 정지 0.00 최장   1
Ep 899 | 배송  5/50 | 재적재 0 | 도착   6 | 2홉+ 0.03 | 도달  369 | 차단    0 | 정지 0.00 최장   0
Ep 900 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  222 | 차단    0 | 정지 0.00 최장   1
  [홀드아웃] 배송 8.8±4.9 재적재 0.0 2홉+ 0.48 | 최고 23.4@ep300 정체 12/15
Ep 901 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  233 | 차단    0 | 정지 0.00 최장   0
Ep 902 | 배송 17/50 | 재적재 1 | 도착  22 | 2홉+ 0.61 | 도달  638 | 차단  775 | 정지 0.00 최장   3
Ep 903 | 배송 17/50 | 재적재 1 | 도착  20 | 2홉+ 0.64 | 도달  687 | 차단 1040 | 정지 0.36 최장   3
Ep 904 | 배송 14/50 | 재적재 0 | 도착  13 | 2홉+ 0.64 | 도달  682 | 차단 1199 | 정지 0.62 최장   3
Ep 905 | 배송 16/50 | 재적재 0 | 도착  12 | 2홉+ 0.50 | 도달  658 | 차단  846 | 정지 0.49 최장   2
Ep 906 | 배송 13/50 | 재적재 0 | 도착  12 | 2홉+ 0.50 | 도달  677 | 차단 1448 | 정지 0.66 최장   6
Ep 907 | 배송 16/50 | 재적재 1 | 도착  15 | 2홉+ 0.57 | 도달  814 | 차단  908 | 정지 0.10 최장   3
Ep 908 | 배송 15/50 | 재적재 1 | 도착  15 | 2홉+ 0.47 | 도달  598 | 차단 1245 | 정지 0.66 최장   4
Ep 909 | 배송 15/50 | 재적재 1 | 도착  15 | 2홉+ 0.51 | 도달  780 | 차단  885 | 정지 0.71 최장   4
Ep 910 | 배송 15/50 | 재적재 0 | 도착  15 | 2홉+ 0.38 | 도달  564 | 차단  839 | 정지 0.00 최장   3
Ep 911 | 배송 16/50 | 재적재 0 | 도착  16 | 2홉+ 0.46 | 도달  682 | 차단 1279 | 정지 0.45 최장  29
Ep 912 | 배송 12/50 | 재적재 1 | 도착  16 | 2홉+ 0.36 | 도달  494 | 차단  981 | 정지 0.05 최장   9
Ep 913 | 배송  9/50 | 재적재 0 | 도착   9 | 2홉+ 0.09 | 도달  456 | 차단   81 | 정지 0.00 최장   1
Ep 914 | 배송  4/50 | 재적재 0 | 도착   5 | 2홉+ 0.00 | 도달  236 | 차단    0 | 정지 0.00 최장   1
Ep 915 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  247 | 차단    0 | 정지 0.00 최장   0
Ep 916 | 배송  4/50 | 재적재 0 | 도착   7 | 2홉+ 0.00 | 도달  236 | 차단    0 | 정지 0.00 최장   2
Ep 917 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  231 | 차단    0 | 정지 0.00 최장   0
Ep 918 | 배송  4/50 | 재적재 0 | 도착   4 | 2홉+ 0.00 | 도달  229 | 차단    0 | 정지 0.00 최장   1
Ep 919 | 배송  8/50 | 재적재 0 | 도착  10 | 2홉+ 0.13 | 도달  708 | 차단  301 | 정지 0.87 최장   4
Ep 920 | 배송  4/50 | 재적재 0 | 도착   6 | 2홉+ 0.00 | 도달  233 | 차단    0 | 정지 0.00 최장   3
Ep 921 | 배송  4/50 | 재적재 0 | 도착   8 | 2홉+ 0.00 | 도달  230 | 차단    0 | 정지 0.00 최장   3
